"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","EPS Growth This Year","EPS Growth Next Year","EPS Growth Past 5 Years","EPS Growth Next 5 Years","Sales Growth Past 5 Years","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Average Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Relative Volume","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Dividend Yield","Return on Assets","Return on Equity","Return on Invested Capital","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date"
"966","INTR","Inter & Co Inc","Financial","Banks - Regional","Brazil","3852.74","16.31","8.73","-3.32%","4049765","8.60","0.28","1.45","2.08","","6.80","38.64%","27.48%","159.41%","30.22%","59.62%","324.28","239.21","45.85%","0.00%","24.35%","8.07%","3.32%","2.79","2843.57","-1.58%","4.43%","-11.82%","6.85%","2.95%","62.57%","300.46%","","","6.91%","4.93%","1.42","1.19","0.48","-4.76%","-0.17%","6.76%","-15.73%","79.81%","45.57","-1.58%","-1.77%","1.71%","1.55%","14.31%","6.57%","0.52","","0.93","2.92","","11.32%","8.84%","2/11/2026 8:30:00 AM"
"967","INTU","Intuit Inc","Technology","Software - Application","USA","111142.65","27.35","399.40","0.36%","4888297","15.14","1.06","5.72","5.76","30.07","17.49","15.14%","13.67%","14.60%","14.28%","19.65%","278.51","272.33","2.14%","-8.34%","88.55%","-0.66%","2.18%","2.23","2657.09","-10.00%","-29.51%","-39.42%","-43.80%","-39.71%","-31.60%","-4.47%","-3.52%","322.38%","5.29%","4.51%","1.84","1.28","22.84","-17.31%","-31.66%","-40.58%","-50.92%","2.11%","19.47","0.60%","-0.24%","1.15%","12.41%","21.99%","16.24%","1.39","1.39","0.31","0.36","77.41%","26.72%","21.19%","2/26/2026 4:30:00 PM"
"968","INVH","Invitation Homes Inc","Real Estate","REIT - Residential","USA","16545.43","51.91","26.99","0.56%","4958988","34.89","9.72","5.94","1.72","41.82","17.19","22.69%","-14.80%","30.02%","3.59%","8.58%","613.02","610.75","0.37%","0.00%","103.44%","0.73%","2.38%","2.35","6199.33","2.47%","0.90%","-6.64%","-10.78%","-2.88%","-15.21%","-18.39%","-12.94%","","2.18%","2.25%","0.80","0.83","0.61","0.69%","0.11%","-9.79%","-24.61%","6.72%","51.67","0.07%","0.48%","4.31%","3.05%","5.99%","1.78%","0.78","0.78","0.86","0.86","34.29%","27.73%","11.45%","2/18/2026 4:30:00 PM"
"969","IONQ","IonQ Inc","Technology","Computer Hardware","USA","12084.48","","34.11","8.98%","21567092","","","151.36","4.88","11.16","","-230.13%","63.41%","-85.81%","-4.15%","","354.28","344.36","2.80%","-2.81%","53.36%","12.69%","23.02%","3.83","20677.44","-2.52%","-32.96%","-32.74%","-16.87%","-23.98%","-11.75%","597.55%","189.07%","","8.32%","9.95%","1.04","2.65","3.72","-15.96%","-25.80%","-27.99%","-59.70%","90.77%","38.08","5.55%","3.24%","","-60.87%","-108.23%","-63.93%","8.73","8.31","0.01","0.01","-7.47%","-564.39%","-1836.32%","2/25/2026 4:30:00 PM"
"970","IONS","Ionis Pharmaceuticals Inc","Healthcare","Biotechnology","USA","13055.14","","80.60","-1.44%","1931201","","","13.50","21.02","5.82","","24.69%","-37.09%","","26.71%","-8.88%","161.14","158.58","2.09%","-32.65%","108.36%","-2.92%","9.80%","6.70","2318.75","-6.82%","2.19%","10.91%","88.10%","1.88%","165.57%","103.18%","41.25%","125.52%","3.07%","3.18%","0.83","0.32","2.62","-2.03%","-0.35%","35.99%","-7.08%","236.53%","45.66","-0.71%","-0.73%","","-8.37%","-39.99%","-12.66%","2.79","2.78","2.27","3.32","97.07%","-28.66%","-26.46%","2/25/2026 8:30:00 AM"
"971","IOSP","Innospec Inc","Basic Materials","Specialty Chemicals","USA","2145.24","","86.58","-0.35%","197914","15.27","6.76","1.20","1.65","7.92","39.15","-14.75%","12.35%","-20.76%","2.26%","4.05%","24.78","24.44","1.37%","0.10%","99.13%","1.48%","1.22%","1.36","219.24","0.31%","7.09%","15.66%","3.73%","13.12%","-22.56%","-22.79%","-13.49%","81.24%","2.29%","2.45%","0.90","0.86","2.06","3.86%","7.94%","6.23%","-23.20%","23.51%","64.27","-0.60%","0.25%","1.98%","-0.07%","-0.09%","-0.09%","2.78","1.81","0.03","0.04","28.01%","8.47%","-0.07%","2/17/2026 4:30:00 PM"
"972","IOT","Samsara Inc","Technology","Software - Infrastructure","USA","15763.75","","27.32","2.44%","9507163","46.24","1.10","10.37","12.09","20.69","81.16","95.02%","16.52%","9.16%","42.01%","59.80%","358.19","338.65","41.31%","-3.40%","57.10%","4.19%","8.32%","3.94","7155.03","7.47%","-19.29%","-30.73%","-15.21%","-22.93%","-51.53%","72.47%","","","6.51%","5.65%","1.33","1.61","1.63","-5.07%","-20.13%","-28.01%","-55.86%","16.85%","39.23","1.19%","1.24%","","-2.03%","-3.68%","-3.10%","1.40","1.33","0.05","0.06","76.92%","-5.18%","-2.79%","3/5/2026 4:30:00 PM"
"973","IP","International Paper Co","Consumer Cyclical","Packaging & Containers","USA","25926.68","","49.10","-0.14%","3958703","16.96","","1.04","1.50","22.64","","2280.37%","65.97%","","","6.12%","528.04","522.88","0.98%","0.92%","102.95%","3.66%","9.36%","8.02","6099.99","5.41%","14.61%","28.64%","2.81%","24.65%","-11.44%","25.29%","4.63%","50.63%","3.03%","4.16%","0.65","1.04","1.67","11.59%","18.13%","8.72%","-14.68%","38.08%","71.68","-0.06%","-0.08%","3.84%","-9.28%","-24.51%","-13.38%","1.28","1.02","0.77","0.84","18.13%","0.06%","-14.12%","1/29/2026 8:30:00 AM"
"974","IPAR","Interparfums Inc","Consumer Defensive","Household & Personal Products","USA","3278.30","19.98","102.24","1.87%","153377","20.77","7.19","2.24","3.76","17.45","18.05","-0.30%","-4.69%","21.89%","2.89%","15.27%","32.06","18.07","43.64%","-0.18%","64.73%","1.25%","7.94%","5.23","274.17","-0.13%","12.61%","15.45%","-11.10%","20.52%","-26.95%","-14.02%","52.10%","303.15%","3.15%","3.03%","0.56","1.22","2.91","4.46%","13.35%","-4.71%","-30.99%","32.42%","69.41","1.52%","0.35%","3.13%","10.80%","19.95%","16.00%","3.27","1.99","0.18","0.26","64.41%","19.32%","11.24%","2/24/2026 4:30:00 PM"
"975","IPGP","IPG Photonics Corp","Technology","Semiconductor Equipment & Materials","USA","6483.38","210.95","153.91","2.44%","1334824","63.96","0.93","6.46","4.10","7.72","","116.95%","51.93%","-24.47%","68.46%","-3.52%","56.63","24.83","41.06%","-3.81%","69.42%","0.22%","13.07%","8.17","397.32","40.42%","98.49%","80.73%","93.69%","114.96%","144.77%","36.76%","-39.14%","102.33%","11.83%","6.55%","3.36","0.87","7.97","52.80%","77.29%","95.23%","-0.19%","216.75%","94.20","4.30%","-1.78%","","1.32%","1.50%","1.47%","6.08","4.74","0.01","0.01","37.78%","2.30%","3.10%","2/12/2026 8:30:00 AM"
"976","IQV","IQVIA Holdings Inc","Healthcare","Diagnostics & Research","USA","28429.88","21.25","166.94","-1.13%","4265627","11.87","1.26","1.74","4.35","13.28","13.86","6.57%","10.69%","40.52%","9.45%","7.51%","169.60","168.74","0.92%","-5.84%","99.43%","-3.93%","2.70%","2.74","1663.69","-10.96%","-30.83%","-24.42%","-11.86%","-25.94%","-14.85%","-28.08%","-13.35%","176.25%","6.01%","4.79%","2.56","1.42","9.98","-21.76%","-25.11%","-13.32%","-32.43%","23.99%","21.63","-1.79%","0.67%","","4.79%","21.64%","6.60%","0.75","0.70","2.17","2.45","26.27%","14.02%","8.34%","2/5/2026 8:30:00 AM"
"977","IR","Ingersoll-Rand Inc","Industrials","Specialty Industrial Machinery","USA","38926.28","67.81","98.52","4.57%","6975579","25.44","3.09","5.09","3.82","31.17","31.90","5.77%","9.61%","","8.24%","14.00%","395.11","394.21","0.21%","-26.09%","105.87%","1.71%","4.36%","5.03","3416.14","0.02%","14.57%","26.78%","22.84%","24.36%","6.45%","71.58%","124.32%","","3.95%","3.29%","2.04","1.28","3.21","7.59%","15.08%","20.19%","-1.48%","50.16%","65.21","2.14%","2.39%","0.05%","3.20%","5.74%","3.91%","2.06","1.49","0.47","0.47","38.54%","19.40%","7.60%","2/12/2026 4:30:00 PM"
"978","IRDM","Iridium Communications Inc","Communication Services","Telecom Services","USA","2431.85","21.79","23.17","3.48%","4757085","18.40","1.04","2.79","5.25","25.20","8.11","9.91%","8.10%","","17.74%","8.36%","104.92","91.05","13.25%","0.14%","88.58%","-1.93%","10.04%","3.80","2406.12","15.85%","17.67%","37.51%","-7.13%","33.31%","-27.57%","-59.62%","-51.24%","231.00%","8.41%","6.19%","1.98","0.61","1.26","13.50%","22.21%","4.35%","-32.74%","48.10%","65.51","3.07%","0.40%","2.66%","4.40%","22.01%","5.09%","2.48","1.82","3.86","3.87","47.43%","27.07%","13.12%","2/12/2026 8:30:00 AM"
"979","IREN","IREN Ltd","Financial","Capital Markets","Australia","14006.87","48.37","42.22","5.47%","31579644","","","28.74","8.36","6.44","","9.50%","-107.86%","","38.42%","171.29%","331.76","298.80","9.94%","-5.72%","46.61%","-3.09%","13.70%","1.02","40320.67","0.93%","-20.16%","-24.20%","121.28%","11.78%","222.78%","1882.16%","","","10.82%","12.21%","0.78","4.33","5.36","-16.51%","-8.67%","25.43%","-45.08%","723.80%","43.28","3.35%","2.05%","","9.54%","22.51%","6.63%","4.96","4.96","1.51","1.53","26.67%","-13.85%","57.08%","2/5/2026 4:30:00 PM"
"980","IRM","Iron Mountain Inc","Real Estate","REIT - Specialty","USA","32491.58","226.87","109.83","3.61%","4050404","41.73","3.64","4.71","","204.96","","10.33%","12.53%","-16.38%","11.45%","10.72%","295.79","293.50","0.79%","-13.10%","88.46%","1.26%","3.12%","4.03","2272.98","14.67%","19.98%","11.97%","20.16%","32.41%","15.31%","105.48%","234.95%","305.48%","4.10%","3.27%","1.78","1.14","3.52","15.75%","23.82%","14.97%","-0.97%","51.85%","79.43","2.64%","0.94%","3.07%","0.73%","","0.82%","0.66","0.66","","","40.54%","20.36%","2.09%","2/12/2026 8:30:00 AM"
"981","IRON","Disc Medicine Inc","Healthcare","Biotechnology","USA","2112.12","","55.95","-21.91%","4999779","","","","3.42","3.43","","-55.49%","-13.95%","38.12%","-15.53%","","35.01","27.18","27.99%","-10.48%","83.32%","3.85%","15.09%","7.13","574.94","-29.82%","-27.41%","-34.96%","-7.86%","-29.54%","3.42%","131.39%","-55.45%","","22.11%","9.45%","8.70","0.86","6.27","-26.28%","-30.61%","-17.55%","-43.77%","81.54%","25.21","-21.89%","-0.03%","","-32.18%","-34.78%","-30.00%","23.45","23.45","0.05","0.05","","","","11/6/2025 8:30:00 AM"
"982","IRT","Independence Realty Trust Inc","Real Estate","REIT - Residential","USA","4006.64","68.32","16.35","2.64%","3987080","66.63","4.97","6.09","1.12","84.14","24.01","-8.93%","12.26%","9.08%","13.40%","25.67%","237.23","236.96","0.90%","-0.11%","100.79%","-1.23%","5.19%","4.59","2676.60","-1.51%","-4.66%","-1.27%","-5.60%","-6.46%","-20.32%","-10.11%","22.56%","186.89%","3.53%","2.49%","1.49","1.00","0.43","-1.90%","-3.55%","-5.33%","-25.22%","8.53%","44.24","2.25%","0.38%","4.24%","0.94%","1.64%","0.99%","0.87","0.89","0.66","0.66","22.08%","18.43%","8.62%","2/11/2026 4:30:00 PM"
"983","IRTC","iRhythm Holdings Inc","Healthcare","Medical Devices","USA","4646.32","","144.21","-2.83%","491934","","","6.61","38.10","8.22","143.32","58.63%","67.64%","-10.95%","","22.50%","32.20","31.69","1.63%","-6.50%","107.61%","-3.38%","8.93%","4.90","577.59","-1.54%","-11.66%","-19.49%","-11.04%","-18.73%","28.54%","36.63%","-16.33%","","4.94%","4.62%","0.85","1.08","7.50","-7.06%","-13.71%","-10.81%","-31.98%","55.87%","35.94","-2.84%","0.01%","","-5.40%","-53.15%","-6.14%","4.63","4.50","5.88","6.01","70.35%","-7.77%","-7.32%","2/19/2026 4:30:00 PM"
"984","ISRG","Intuitive Surgical Inc","Healthcare","Medical Instruments & Supplies","USA","172536.48","61.69","485.84","1.51%","1984623","42.35","3.02","17.14","9.68","29.07","69.27","12.44%","14.26%","21.79%","14.04%","18.22%","355.10","352.91","0.63%","-7.18%","85.51%","-1.00%","2.03%","3.75","1914.04","-0.47%","-11.14%","-15.13%","1.84%","-14.22%","-17.85%","98.20%","80.43%","723.03%","2.66%","2.64%","1.04","1.67","13.81","-3.71%","-10.41%","-5.84%","-20.23%","14.32%","34.38","1.11%","0.40%","","14.47%","16.67%","15.91%","4.87","3.96","0.01","0.01","65.98%","29.27%","28.38%","1/22/2026 4:30:00 PM"
"985","IT","Gartner, Inc","Technology","Information Technology Services","USA","11172.01","16.43","158.58","3.22%","1616699","10.87","1.27","1.72","35.12","6.49","9.51","0.47%","10.27%","26.62%","8.55%","9.65%","70.85","68.24","3.08%","2.03%","100.78%","0.84%","8.51%","4.55","1277.73","1.44%","-33.63%","-31.09%","-34.76%","-37.14%","-69.34%","-54.88%","-13.31%","98.22%","4.51%","5.03%","1.27","1.09","10.17","-18.53%","-28.95%","-45.55%","-69.47%","13.94%","26.60","2.68%","0.53%","","8.77%","86.85%","20.44%","0.90","0.90","10.15","10.47","65.31%","17.40%","11.22%","2/3/2026 8:30:00 AM"
"986","ITGR","Integer Holdings Corp","Healthcare","Medical Devices","USA","3010.50","35.97","85.92","0.66%","929712","13.65","1.52","1.65","1.72","51.08","24.81","19.58%","-0.66%","4.13%","8.95%","6.43%","35.04","34.38","1.88%","1.01%","106.41%","-5.27%","8.83%","4.66","652.37","-0.61%","1.44%","23.61%","-19.53%","9.55%","-38.04%","19.12%","5.73%","177.33%","2.69%","2.44%","1.43","0.74","2.17","-0.08%","6.40%","-12.57%","-40.65%","38.58%","56.33","-0.64%","1.30%","","2.66%","5.18%","2.85%","3.71","2.45","0.75","0.75","23.82%","12.24%","4.75%","2/19/2026 8:30:00 AM"
"987","ITRI","Itron Inc","Technology","Scientific & Technical Instruments","USA","4092.81","16.07","89.36","-6.66%","2273221","15.06","2.57","1.70","2.42","3.07","12.06","22.05%","-13.48%","33.39%","5.87%","-0.50%","45.79","45.17","1.38%","-1.59%","108.69%","-2.79%","6.73%","4.95","614.31","-14.12%","-9.15%","-14.80%","-28.72%","-3.77%","-9.44%","54.98%","-13.81%","151.72%","5.61%","3.59%","3.70","1.43","3.78","-10.24%","-8.71%","-22.44%","-37.07%","-0.83%","32.93","-4.24%","-2.53%","","7.28%","16.93%","10.28%","2.17","1.91","0.48","0.75","35.56%","12.57%","10.69%","2/17/2026 8:30:00 AM"
"988","ITT","ITT Inc","Industrials","Specialty Industrial Machinery","USA","17475.59","33.24","203.11","2.01%","1447113","25.22","2.51","4.44","4.27","10.03","31.92","8.17%","10.79%","49.04%","10.05%","9.71%","85.90","85.57","0.55%","-1.20%","89.87%","-0.00%","1.37%","1.20","980.08","-1.82%","12.23%","7.03%","21.27%","17.06%","37.28%","118.12%","156.81%","530.97%","3.59%","2.89%","1.48","1.33","6.11","6.83%","11.33%","19.13%","-2.34%","92.27%","66.26","1.72%","0.28%","0.69%","8.86%","14.26%","10.46%","2.58","2.07","0.14","0.21","35.35%","17.51%","12.39%","2/5/2026 8:30:00 AM"
"989","ITUB","Itau Unibanco Holding S.A. ADR","Financial","Banks - Regional","Brazil","49544.52","13.05","9.16","-1.29%","24309785","9.23","0.85","0.64","2.71","","2.11","18.05%","10.53%","16.95%","10.92%","15.71%","5408.78","5408.33","0.01%","0.00%","23.29%","0.52%","0.66%","1.55","23179.91","1.89%","24.46%","23.49%","35.36%","27.93%","78.47%","121.57%","185.60%","408.17%","2.77%","2.72%","1.05","0.60","0.27","5.87%","17.38%","31.59%","-4.58%","93.81%","64.39","1.22%","-2.48%","6.02%","1.57%","22.50%","7.02%","0.77","","2.07","4.94","","10.89%","10.36%","2/4/2026 4:30:00 PM"
"990","ITW","Illinois Tool Works, Inc","Industrials","Specialty Industrial Machinery","USA","86913.96","28.56","299.60","0.37%","1310771","24.84","3.68","5.42","26.81","102.13","32.11","7.10%","7.34%","9.62%","6.75%","4.99%","290.10","289.14","0.33%","-16.59%","85.17%","-0.04%","2.75%","5.87","1356.65","2.05%","15.72%","22.07%","14.14%","21.64%","15.19%","25.11%","49.07%","226.08%","2.11%","2.29%","0.97","1.12","6.30","9.13%","14.66%","17.62%","-1.17%","39.57%","79.41","0.53%","-0.17%","2.11%","19.64%","93.75%","30.39%","1.21","0.87","2.13","2.86","43.60%","26.28%","19.11%","2/3/2026 8:30:00 AM"
"991","IVT","InvenTrust Properties Corp","Real Estate","REIT - Retail","USA","2385.37","21.57","30.70","1.32%","452711","146.19","","7.95","1.33","58.87","21.51","-84.98%","-1.56%","","","7.52%","77.69","77.13","0.73%","0.00%","79.44%","3.40%","2.36%","3.60","505.86","0.92%","7.42%","9.56%","8.94%","8.83%","-0.23%","26.72%","140.28%","51.93%","2.09%","1.78%","0.89","-6.82","0.56","3.50%","5.83%","8.32%","-2.54%","21.78%","66.70","0.29%","1.02%","3.16%","4.11%","6.27%","4.13%","1.17","1.17","0.51","0.51","29.10%","17.12%","37.11%","2/10/2026 4:30:00 PM"
"992","IVZ","Invesco Ltd","Financial","Asset Management","USA","11803.86","","26.52","1.11%","3786553","8.75","0.45","1.82","0.96","11.38","9.52","31.63%","13.39%","","19.51%","0.61%","444.00","442.13","0.67%","-8.11%","94.44%","-5.20%","3.42%","2.66","5693.01","-1.12%","-6.12%","7.54%","24.27%","0.95%","43.97%","38.05%","16.98%","0.08%","4.65%","4.12%","0.67","1.66","1.10","-3.43%","-2.52%","22.06%","-10.44%","128.62%","45.40","1.11%","0.00%","3.31%","-1.04%","-2.10%","-3.15%","0.31","0.98","0.88","0.88","67.13%","-8.49%","-11.22%","1/27/2026 8:30:00 AM"
"993","IX","Orix Corporation ADR","Financial","Financial Conglomerates","Japan","40345.03","13.02","36.34","-0.71%","593307","13.83","1.07","1.93","1.38","4.45","","24.01%","1.82%","-1.59%","12.87%","-1.94%","1110.22","1109.94","0.02%","0.00%","2.31%","-24.29%","0.05%","3.04","184.94","12.51%","19.70%","36.05%","41.73%","24.37%","76.24%","101.91%","114.47%","208.23%","2.24%","1.53%","3.21","0.71","0.70","13.89%","19.95%","42.41%","-1.89%","104.73%","85.40","1.28%","-1.97%","2.76%","2.82%","11.39%","4.65%","1.19","1.04","1.31","1.46","43.08%","20.39%","15.06%","2/9/2026 4:30:00 PM"
"994","J","Jacobs Solutions Inc","Industrials","Engineering & Construction","USA","15595.75","36.44","132.79","0.97%","1827483","16.55","1.24","1.26","4.53","10.04","17.82","16.59%","12.42%","-3.70%","13.38%","-2.27%","117.59","116.54","0.78%","0.28%","90.73%","-2.52%","2.81%","3.07","1067.42","-10.77%","-4.47%","-14.12%","-10.48%","0.25%","2.92%","30.96%","39.84%","345.34%","6.25%","3.73%","1.71","0.79","5.50","-4.78%","-3.69%","-5.37%","-21.16%","26.29%","41.44","0.56%","0.40%","0.97%","3.96%","12.01%","6.95%","1.33","1.33","0.83","0.86","24.40%","7.51%","3.53%","2/3/2026 4:30:00 PM"
"995","JAZZ","Jazz Pharmaceuticals plc","Healthcare","Biotechnology","Ireland","10105.85","","166.31","0.01%","477880","7.54","1.15","2.43","2.55","4.94","7.56","-60.80%","169.06%","-1.00%","6.58%","13.48%","60.74","57.93","4.67%","-4.55%","100.44%","-1.43%","9.78%","4.80","1180.62","0.49%","-2.63%","21.65%","42.55%","-2.17%","21.55%","9.82%","-0.72%","46.17%","2.36%","2.51%","0.40","0.25","4.44","-0.18%","-0.61%","22.93%","-9.12%","74.16%","50.00","-0.47%","0.48%","","-3.12%","-9.06%","-4.42%","1.65","1.44","1.11","1.37","73.01%","12.39%","-8.86%","2/24/2026 4:30:00 PM"
"996","JBHT","J.B. Hunt Transport Services, Inc","Industrials","Integrated Freight & Logistics","USA","21115.62","36.09","221.76","1.39%","866320","25.29","1.50","1.76","5.88","1221.97","26.74","17.75%","21.68%","5.26%","16.83%","4.48%","94.59","75.72","20.47%","-0.22%","75.25%","-2.13%","3.30%","2.08","1200.04","-2.70%","7.75%","31.02%","53.52%","14.11%","34.03%","15.58%","49.51%","197.94%","4.49%","3.24%","0.72","1.24","6.94","3.24%","8.24%","36.78%","-5.56%","80.60%","58.98","1.10%","0.28%","0.82%","7.27%","15.79%","13.81%","0.83","0.87","0.22","0.41","10.52%","7.31%","4.99%","1/15/2026 4:30:00 PM"
"997","JBL","Jabil Inc","Technology","Electronic Components","USA","26882.44","39.60","254.58","1.37%","1033912","18.95","1.09","0.86","20.23","17.10","22.69","18.95%","15.81%","76.36%","17.42%","1.79%","106.82","103.52","1.97%","-13.54%","99.93%","-1.96%","3.24%","2.78","1208.73","-1.42%","5.49%","19.00%","17.10%","11.65%","50.93%","203.07%","469.40%","1235.68%","4.35%","4.31%","0.86","1.23","11.03","2.56%","7.82%","20.53%","-5.42%","134.29%","56.51","0.95%","0.42%","0.13%","3.80%","47.87%","17.08%","0.99","0.67","2.06","2.51","8.83%","5.01%","2.26%","12/17/2025 8:30:00 AM"
"998","JBLU","Jetblue Airways Corp","Industrials","Airlines","USA","2187.41","","5.91","4.97%","13813879","","","0.24","1.03","0.97","","41.67%","67.29%","19.37%","","25.10%","370.00","299.24","19.15%","0.07%","74.19%","5.03%","21.36%","3.42","18682.28","-7.08%","22.11%","34.32%","16.34%","29.89%","-11.53%","-30.80%","-64.07%","-72.19%","6.39%","6.55%","0.74","1.70","0.34","7.24%","15.73%","23.46%","-24.52%","76.95%","58.71","3.68%","1.24%","","-3.24%","-25.29%","-5.63%","0.74","0.69","4.04","4.44","14.78%","-3.73%","-6.64%","1/27/2026 8:30:00 AM"
"999","JBS","JBS N.V","Consumer Defensive","Packaged Foods","Netherlands","17096.16","10.52","16.00","1.14%","2530310","9.92","4.08","0.39","1.90","4.16","","19.95%","-14.96%","-4.60%","2.43%","","738.82","352.81","66.98%","0.00%","15.18%","21.57%","5.78%","4.14","4920.28","1.14%","8.62%","21.58%","15.19%","10.96%","42.86%","110.53%","70.32%","229.37%","1.81%","2.54%","0.51","0.47","0.38","1.96%","7.69%","11.11%","-11.21%","57.05%","61.50","1.01%","0.13%","9.93%","5.75%","24.20%","4.47%","1.60","0.84","2.43","2.59","13.02%","5.29%","3.06%","11/13/2025 4:30:00 PM"
"1000","JBTM","JBT Marel Corp","Industrials","Specialty Industrial Machinery","USA","8509.79","","163.74","0.23%","395788","20.90","0.91","2.62","1.92","63.32","30.03","23.84%","24.04%","-8.03%","23.09%","-2.43%","51.97","51.17","1.55%","-3.59%","97.65%","6.03%","4.97%","5.34","476.31","-2.85%","5.06%","16.29%","16.68%","8.67%","31.61%","49.13%","25.99%","277.63%","2.83%","2.88%","0.83","0.96","4.64","1.93%","5.19%","19.39%","-3.79%","81.77%","57.03","0.06%","0.18%","0.24%","-2.00%","-3.65%","-1.87%","0.93","0.53","0.34","0.43","35.27%","8.07%","-3.40%","11/3/2025 4:30:00 PM"
"1001","JCI","Johnson Controls International plc","Industrials","Building Products & Equipment","Ireland","85224.10","26.19","139.24","0.48%","3844370","25.40","1.41","3.56","6.45","152.73","65.66","25.61%","16.09%","26.74%","18.03%","1.12%","612.00","610.03","0.33%","-3.34%","93.93%","-3.63%","1.41%","1.55","5567.20","1.16%","24.18%","13.52%","32.58%","16.28%","57.24%","111.93%","159.87%","345.55%","2.28%","2.36%","0.69","1.39","3.49","11.20%","15.97%","26.67%","-2.74%","104.67%","77.01","0.50%","-0.01%","1.11%","4.78%","13.15%","15.50%","0.96","0.78","0.66","0.74","36.40%","13.08%","14.17%","2/4/2026 8:30:00 AM"
